,0
0,284.79583333333335
1,219.72083333333333
2,182.1875
3,115.28749999999998
4,0.0
5,12.379166666666668
6,154.03750000000002
7,223.20833333333334
8,200.64583333333337
9,154.875
10,129.38749999999996
11,224.2458333333333
12,285.22499999999997
13,236.82499999999996
14,276.90833333333336
15,245.65
16,218.67083333333326
17,47.82500000000001
18,108.0
19,107.625
20,125.89166666666667
21,179.3083333333333
22,239.85
23,220.1916666666667
24,181.01250000000005
25,152.55416666666667
26,152.32083333333335
27,171.42916666666665
28,251.375
29,251.82916666666668
30,319.7375
31,332.7083333333333
32,279.59999999999997
33,179.11666666666667
34,166.29999999999998
35,78.25416666666666
36,54.958333333333336
37,54.791666666666664
38,93.375
39,103.0
40,211.125
41,192.29166666666666
42,152.0
43,132.20833333333334
44,127.70833333333333
45,109.33333333333333
46,0.0
47,0.0
48,0.0
49,56.458333333333336
50,135.83333333333334
51,122.5
52,119.33333333333333
53,67.125
54,46.708333333333336
55,69.66666666666667
56,79.83333333333333
57,62.708333333333336
58,81.04166666666667
59,21.208333333333332
60,1.9166666666666667
61,1.8333333333333333
62,1.7916666666666667
63,31.625
64,112.08333333333333
65,105.83333333333333
66,117.58333333333333
67,122.70833333333333
68,76.54166666666667
69,159.08333333333334
70,147.95833333333334
71,111.95833333333333
72,59.208333333333336
73,77.20833333333333
74,87.83333333333333
75,90.04166666666667
76,63.916666666666664
77,98.70833333333333
78,123.70833333333333
79,64.79166666666667
80,62.875
81,88.375
82,77.66666666666667
83,52.333333333333336
84,52.041666666666664
85,128.33333333333334
86,87.58333333333333
87,2.9166666666666665
88,0.0
89,0.0
90,23.208333333333332
91,15.166666666666666
92,21.25
93,25.75
94,52.416666666666664
95,89.0
96,81.83333333333333
97,105.33333333333333
98,117.75
99,20.791666666666668
100,64.79166666666667
101,87.375
102,84.5
103,46.916666666666664
104,104.625
105,109.625
106,63.458333333333336
107,77.04166666666667
108,110.875
109,42.958333333333336
110,0.0
111,30.875
112,75.58333333333333
113,106.95833333333333
114,120.875
115,79.91666666666667
116,0.0
117,0.0
118,0.0
119,38.5
120,94.75
121,142.5
122,133.375
123,102.41666666666667
124,101.75
125,117.95833333333333
126,147.83333333333334
127,158.29166666666666
128,149.58333333333334
129,107.29166666666667
130,96.25
131,76.25
132,101.5
133,106.5
134,128.125
135,108.0
136,125.625
137,137.16666666666666
138,101.95833333333333
139,98.41666666666667
140,94.375
141,118.5
142,89.54166666666667
143,87.25
144,107.625
145,110.41666666666667
146,95.83333333333333
147,93.5
148,97.625
149,76.95833333333333
150,72.25
151,38.666666666666664
152,45.375
153,65.16666666666667
154,67.08333333333333
155,80.04166666666667
156,74.16666666666667
157,66.08333333333333
158,77.66666666666667
159,70.25
160,75.125
161,37.166666666666664
162,57.375
163,56.291666666666664
164,77.0
165,32.958333333333336
166,40.833333333333336
167,42.541666666666664
168,93.08333333333333
169,80.625
170,90.70833333333333
171,97.29166666666667
172,79.83333333333333
173,87.75
174,63.5
175,50.708333333333336
176,40.375
177,49.416666666666664
178,43.666666666666664
179,52.166666666666664
180,49.583333333333336
181,61.875
182,0.0
183,29.666666666666668
184,47.75
185,37.708333333333336
186,33.083333333333336
187,49.125
188,43.666666666666664
189,29.833333333333332
190,29.666666666666668
191,56.708333333333336
192,39.25
193,35.208333333333336
194,37.625
195,41.458333333333336
196,53.125
197,54.875
198,65.75
199,38.583333333333336
200,36.0
201,70.58333333333333
202,52.458333333333336
203,36.583333333333336
204,45.583333333333336
205,33.166666666666664
206,38.25
207,26.583333333333332
208,57.583333333333336
209,30.708333333333332
210,35.375
211,15.416666666666666
212,41.375
213,25.541666666666668
214,28.375
215,40.333333333333336
216,39.333333333333336
217,41.833333333333336
218,50.333333333333336
219,35.375
220,31.916666666666668
221,36.791666666666664
222,33.291666666666664
223,35.5
224,35.291666666666664
225,26.833333333333332
226,21.125
227,18.0
228,28.041666666666668
229,34.875
230,35.708333333333336
231,43.583333333333336
232,46.041666666666664
233,28.75
234,70.54166666666667
235,58.541666666666664
236,82.875
237,64.91666666666667
238,30.666666666666668
239,31.75
240,41.041666666666664
241,45.25
242,34.416666666666664
243,33.166666666666664
244,30.625
245,30.333333333333332
246,31.75
247,34.208333333333336
248,11.625
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,26.166666666666668
255,76.875
256,83.45833333333333
257,71.66666666666667
258,65.625
259,53.375
260,56.083333333333336
261,69.70833333333333
262,62.375
263,24.875
264,37.333333333333336
