,0
265,50.125
266,46.541666666666664
267,43.958333333333336
268,41.5
269,38.791666666666664
270,48.916666666666664
271,76.91666666666667
272,34.458333333333336
273,30.333333333333332
274,26.666666666666668
275,29.0
276,34.25
277,62.708333333333336
278,65.08333333333333
279,61.708333333333336
280,60.541666666666664
281,41.583333333333336
282,50.916666666666664
283,40.958333333333336
284,60.666666666666664
285,80.04166666666667
286,82.83333333333333
287,95.25
288,115.83333333333333
289,149.66666666666666
290,145.58333333333334
291,126.16666666666667
292,136.70833333333334
293,160.66666666666666
294,173.58333333333334
295,168.625
296,174.66666666666666
297,245.66666666666666
298,261.6666666666667
299,272.4166666666667
300,226.29166666666666
301,291.7083333333333
302,207.33333333333334
303,149.625
304,99.70833333333333
305,217.375
306,309.375
307,166.91666666666666
308,429.1666666666667
309,332.4583333333333
310,321.5416666666667
311,278.0
312,192.33333333333334
313,235.33333333333334
314,153.29166666666666
315,171.54166666666666
316,224.16666666666666
317,196.75
318,221.54166666666666
319,210.54166666666666
320,251.20833333333334
321,172.83333333333334
322,166.70833333333334
323,130.70833333333334
324,194.70833333333334
325,250.875
326,274.875
327,207.91666666666666
328,134.45833333333334
329,110.0
330,160.0
331,217.91666666666666
332,184.20833333333334
333,130.91666666666666
334,118.91666666666667
335,176.375
336,185.95833333333334
337,195.375
338,151.04166666666666
339,170.875
340,239.125
341,365.2916666666667
342,312.2083333333333
343,237.625
344,179.33333333333334
345,122.54166666666667
346,121.33333333333333
347,202.875
348,260.1666666666667
349,403.9583333333333
350,455.5833333333333
351,382.7083333333333
352,277.7083333333333
353,284.1666666666667
354,288.4166666666667
355,256.8333333333333
356,175.75
357,180.79166666666666
358,166.91666666666666
359,169.0
360,186.04166666666666
361,185.58333333333334
362,114.08333333333333
363,140.45833333333334
364,108.08333333333333
