,0
132,60.541666666666664
133,79.0
134,133.70833333333334
135,87.08333333333333
136,107.91666666666667
137,76.625
138,53.25
139,65.16666666666667
140,83.58333333333333
141,86.91666666666667
142,65.16666666666667
143,44.291666666666664
144,40.666666666666664
145,48.125
146,103.16666666666667
147,119.70833333333333
148,124.25
149,143.04166666666666
150,143.375
151,44.791666666666664
152,71.95833333333333
153,17.5
154,87.08333333333333
155,84.04166666666667
156,85.54166666666667
157,101.0
158,76.20833333333333
159,84.33333333333333
160,84.20833333333333
161,83.375
162,55.958333333333336
163,48.833333333333336
164,64.45833333333333
165,80.54166666666667
166,58.083333333333336
167,49.958333333333336
168,101.70833333333333
169,65.41666666666667
170,54.666666666666664
171,78.54166666666667
172,73.0
173,58.625
174,61.5
175,49.125
176,65.875
177,72.41666666666667
178,71.29166666666667
179,74.375
180,107.16666666666667
181,184.66666666666666
182,113.33333333333333
183,146.20833333333334
184,65.375
185,111.04166666666667
186,111.125
187,112.29166666666667
188,60.625
189,71.0
190,57.041666666666664
191,67.41666666666667
192,132.70833333333334
193,153.41666666666666
194,134.95833333333334
195,81.125
196,197.66666666666666
197,160.75
198,29.125
199,52.25
200,160.375
201,99.375
202,123.875
203,131.41666666666666
204,53.875
205,31.458333333333332
206,47.375
207,38.166666666666664
208,42.541666666666664
209,35.791666666666664
210,43.458333333333336
211,35.958333333333336
212,25.083333333333332
213,45.833333333333336
214,33.708333333333336
215,31.875
216,69.79166666666667
217,62.916666666666664
218,26.416666666666668
219,30.666666666666668
220,29.958333333333332
221,47.458333333333336
222,48.916666666666664
223,37.125
224,23.875
225,22.333333333333332
226,25.083333333333332
227,32.958333333333336
228,31.5
229,56.375
230,66.79166666666667
231,64.875
232,47.583333333333336
233,48.291666666666664
234,51.375
235,43.375
236,33.5
237,43.041666666666664
238,38.416666666666664
239,29.166666666666668
240,37.375
241,60.0
242,49.291666666666664
243,19.541666666666668
244,22.833333333333332
245,24.291666666666668
246,25.291666666666668
247,23.416666666666668
248,47.041666666666664
249,74.66666666666667
250,41.875
251,50.583333333333336
252,44.416666666666664
253,66.45833333333333
254,62.916666666666664
255,58.125
256,57.291666666666664
257,38.25
258,57.208333333333336
259,50.333333333333336
260,50.416666666666664
261,47.416666666666664
262,56.916666666666664
263,54.625
264,42.875
265,41.208333333333336
266,42.375
267,45.958333333333336
268,52.25
269,43.333333333333336
270,41.875
271,44.416666666666664
272,49.5
273,41.958333333333336
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,45.75
280,70.70833333333333
281,51.791666666666664
282,66.75
283,39.958333333333336
284,0.0
285,0.0
286,11.583333333333334
287,13.0
288,7.875
289,33.541666666666664
290,151.04166666666666
291,156.25
292,156.0
293,151.79166666666666
294,181.54166666666666
295,219.95833333333334
296,231.0
297,252.625
298,119.41666666666667
299,126.0
300,172.66666666666666
301,207.04166666666666
302,230.25
303,232.33333333333334
304,215.54166666666666
305,239.41666666666666
306,196.54166666666666
307,206.75
308,235.58333333333334
309,199.875
310,232.54166666666666
311,185.5
312,282.1666666666667
313,226.45833333333334
314,222.125
315,317.0
316,257.6666666666667
317,166.875
318,135.16666666666666
319,133.125
320,175.04166666666666
321,189.66666666666666
322,211.45833333333334
323,215.5
324,223.375
325,187.54166666666666
326,198.45833333333334
327,156.70833333333334
328,135.58333333333334
329,152.04166666666666
330,141.41666666666666
331,248.625
332,162.54166666666666
333,0.0
334,46.708333333333336
335,91.75
336,99.91666666666667
337,113.375
338,166.70833333333334
339,146.66666666666666
340,119.70833333333333
341,110.875
342,200.33333333333334
343,161.79166666666666
344,169.04166666666666
345,216.79166666666666
346,203.58333333333334
347,25.083333333333332
348,57.083333333333336
349,152.83333333333334
350,177.70833333333334
351,239.04166666666666
352,349.2916666666667
353,188.04166666666666
354,310.25
355,375.7916666666667
356,297.7916666666667
357,441.7916666666667
358,204.375
359,223.25
360,248.95833333333334
361,441.4166666666667
362,237.79166666666666
363,334.875
