,0
184,71.29166666666667
185,111.08333333333333
186,32.0
187,42.291666666666664
188,45.666666666666664
189,40.625
190,28.25
191,20.5
192,19.0
193,26.875
194,30.708333333333332
195,10.208333333333334
196,0.0
197,25.083333333333332
198,47.5
199,43.041666666666664
200,19.416666666666668
201,8.416666666666666
202,20.916666666666668
203,19.75
204,15.75
205,0.0
206,0.0
207,4.833333333333333
208,8.291666666666666
209,9.333333333333334
210,5.041666666666667
211,15.375
212,19.833333333333332
213,25.791666666666668
214,22.708333333333332
215,27.125
216,42.458333333333336
217,35.5
218,31.333333333333332
219,47.416666666666664
220,33.791666666666664
221,54.875
222,49.625
223,35.041666666666664
224,39.041666666666664
225,41.708333333333336
226,28.75
227,31.0
228,37.791666666666664
229,34.041666666666664
230,12.25
231,14.5
232,23.916666666666668
233,26.458333333333332
234,25.333333333333332
235,24.208333333333332
236,27.375
237,29.208333333333332
238,36.5
239,57.25
240,38.666666666666664
241,28.5
242,27.833333333333332
243,44.125
244,62.25
245,60.125
246,54.25
247,43.083333333333336
248,37.416666666666664
249,34.666666666666664
250,39.208333333333336
251,38.708333333333336
252,31.375
253,16.583333333333332
254,66.83333333333333
255,69.95833333333333
256,94.375
257,85.75
258,80.66666666666667
259,93.66666666666667
260,39.5
261,51.666666666666664
262,39.416666666666664
263,23.958333333333332
264,19.916666666666668
265,11.5
266,32.958333333333336
267,43.5
268,50.416666666666664
269,55.708333333333336
270,47.083333333333336
271,51.458333333333336
272,35.541666666666664
273,57.125
274,69.375
275,65.375
276,75.625
277,88.95833333333333
278,93.25
279,112.29166666666667
280,97.70833333333333
281,80.70833333333333
282,69.25
283,55.916666666666664
284,62.708333333333336
285,81.625
286,65.375
287,84.375
288,115.875
289,140.16666666666666
290,175.375
291,141.95833333333334
292,153.375
293,162.875
294,115.70833333333333
295,100.625
296,91.125
297,0.0
298,49.333333333333336
299,107.33333333333333
300,80.16666666666667
301,84.04166666666667
302,97.25
303,273.625
304,256.9583333333333
305,185.08333333333334
306,249.5
307,269.5833333333333
308,135.375
309,166.16666666666666
310,365.75
311,241.875
312,176.875
313,205.0
314,113.625
315,296.875
316,353.0416666666667
317,257.4166666666667
318,204.75
319,160.95833333333334
320,130.75
321,174.79166666666666
322,207.83333333333334
323,268.1666666666667
324,278.3333333333333
325,256.7083333333333
326,279.5833333333333
327,280.2083333333333
328,157.5
329,156.375
330,200.5
331,267.0416666666667
332,272.0833333333333
333,337.125
334,212.125
335,190.5
336,236.41666666666666
337,187.875
338,252.54166666666666
339,312.625
340,286.375
341,288.0833333333333
342,302.4583333333333
343,261.25
344,269.125
345,249.95833333333334
346,163.0
347,161.375
348,157.375
349,162.875
350,244.16666666666666
351,239.79166666666666
352,245.91666666666666
353,264.5833333333333
354,253.29166666666666
355,338.625
356,431.8333333333333
357,215.25
358,181.20833333333334
359,210.875
360,255.33333333333334
361,199.91666666666666
362,190.5
363,199.58333333333334
364,137.5
